Row last updated,Category,Data,Province,City,Fields,Link,Access Type,Data is machine readable,API,Available downloads,Update frequency,Data timeline,Data is freely available online,Data is machine readable,Context is provided,Available in bulk,Up-to-date,Incident-level data,LinkNum
8/22/2018,班线客运,客运站信息,吉林省,吉林省,省份、城市、县、编码、名称、简称、站点等级、地址、沿线公交、电话、营业开始时间、营业结束时间、代售状态、允许退票、取票地点、取票方式、是否在使用,吉林省汽车站的站点信息、各个汽车站的班次信息、线路信息：https://transportdata.cn/traffictravel/open/detail?id=890&dataClass=static 吉林省客运站信息：https://transportdata.cn/traffictravel/open/detail?id=907&dataClass=static,可直接获取,Yes,No,XLSX,每月,2017/4/27,Yes,Yes,Yes,No,Yes,No,2
8/22/2018,班线客运,客运票价信息,吉林省,吉林省,线路名称、起始站名称、终点站名称、班次编码、班次类型、区域类型、发班时间、座位类型描述、全票票价、半票票价、儿童票价、优惠价、最高限价,吉林省汽车站的站点信息、各个汽车站的班次信息、线路信息：https://transportdata.cn/traffictravel/open/detail?id=890&dataClass=static,可直接获取,Yes,No,XLSX,每月,2017/4/27,Yes,Yes,Yes,No,Yes,No,1
8/22/2018,班线客运,客运车辆动态信息（样例）,吉林省,吉林省,车牌号码、GPS时间、经度、纬度、速度、方向、,吉林省-班线客运-车辆位置数据：https://transportdata.cn/traffictravel/open/detail?id=182&dataClass=static,需申请获取,No,No,XLSX,实时,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,高速公路,高速公路阻断信息,吉林省,长春市,报送单位、起止桩号、起止米、阻断原因、阻断开始时间、预计结束时间、发布范围、报送审核发布时间、报送状态、行政区划、位置信息,吉林省-高速公路-交通阻断计划-高速公路交通阻断计划信息：https://transportdata.cn/traffictravel/open/detail?id=191&dataClass=static 吉林省-高速公路-道路阻断信息-高速公路道路阻断信息：https://transportdata.cn/traffictravel/open/detail?id=187&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/16,Yes,No,No,No,Yes,No,2
8/22/2018,高速公路,高速公路服务区信息,吉林省,吉林省,服务区名称、经度、纬度、服务区桩号、服务内容,吉林省-高速公路-服务区和出入口信息-高速公路服务区信息：：https://transportdata.cn/traffictravel/open/detail?id=189&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,高速公路,高速公路服务区信息（限定）,吉林省,吉林省,服务区名称、经度、纬度、服务区桩号、服务内容,吉林省-高速公路-服务区和出入口信息-高速公路服务区信息：：https://transportdata.cn/traffictravel/open/detail?id=189&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,Yes,No,Yes,No,1
8/22/2018,高速公路,高速公路收费站信息,吉林省,吉林省,收费站名称、收费站经纬度、通达景点、位置、站编码、通达城市,吉林省-高速公路-收费站信息-高速公路收费站信息:https://transportdata.cn/traffictravel/open/detail?id=194&dataClass=static,需申请获取,No,No,XLSX,一年,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,高速公路,高速公路气象信息,吉林省,吉林省,路段信息、天气、风力、气温、能见度、湿度、安全等级、交通安全气象等级、影响、记录时间,吉林省-高速公路-高速气象信息-高速公路气象信息：https://transportdata.cn/traffictravel/open/detail?id=190&dataClass=static,需申请获取,No,No,XLSX,半年,2016/11/16,Yes,No,Yes,No,Yes,No,1
8/22/2018,地面公交,公交线路信息,吉林省,长春市,线路名称、线路类型、上下行标志、线路所包含站点名称、首末班时间、是否支持月票、所属公司,吉林省长春市-地面公交-公交线路信息-基本信息：https://transportdata.cn/traffictravel/open/detail?id=263&dataClass=static,可直接获取,Yes,No,XLSX,半年,2016/11/22,Yes,Yes,Yes,No,Yes,No,1
8/22/2018,地面公交,公交站信息,吉林省,长春市,站点编号、站点名称、站点经纬度、路名,长春公交站点信息：https://transportdata.cn/traffictravel/open/detail?id=915&dataClass=static,需申请获取,No,No,XLSX,半年,2018/4/26,Yes,No,No,Yes,Yes,No,1
8/22/2018,地面公交,公交站信息（限定）,吉林省,长春市,站点编号、站点名称、站点经纬度、路名,长春公交站点信息：https://transportdata.cn/traffictravel/open/detail?id=915&dataClass=static,需申请获取,No,No,XLSX,半年,2018/4/26,Yes,No,Yes,Yes,Yes,No,1
8/22/2018,地面公交,公交车辆定位数据（样例）,吉林省,长春市,线路名称、经度、纬度、方向,吉林长春-地面公交-公交线路信息：https://transportdata.cn/traffictravel/open/detail?id=185&dataClass=static,需申请获取,No,No,XLSX,一个月,2016/11/16,Yes,No,No,No,Yes,No,1
8/22/2018,出租汽车,出租汽车扬招点,吉林省,长春市,站点编号、站点名称、站点地址、经度、纬度、投诉电话,长春市出租车招车点信息：https://transportdata.cn/traffictravel/open/detail?id=920&dataClass=static,需申请获取,Yes,No,XLSX,半年,2018/4/26,Yes,Yes,No,Yes,Yes,No,1
